CountyID,CountyName,WDrkSrc,SmpSrc,SmpDUs,TotDUs,pcntDUsusingsrc,NoUsingSrc,
"46","KISII","Water harvesting installation(installation of someone else) ","2","572","1800","0.35","6",
"46","KISII","Borehole with kiosk / taps ","1","572","1800","0.17","3",
"46","KISII","Piped water(Public stand pipe) ","1","572","1800","0.17","3",
"47","NYAMIRA","Spring(protected) ","94","178","613","52.81","324",
"47","NYAMIRA","Piped water (own connection, on the plot)","40","178","613","22.47","138",
"47","NYAMIRA","Stream,   river, lake, dam, canal, pond ","10","178","613","5.62","34",
"47","NYAMIRA","Rain water harvesting installation(own installation)   ","9","178","613","5.06","31",
"47","NYAMIRA","Piped water (connection of someone else, outside the plot)   ","6","178","613","3.37","21",
"47","NYAMIRA","Spring(unprotected) ","6","178","613","3.37","21",
"47","NYAMIRA","Yard well(protected) ","6","178","613","3.37","21",
"47","NYAMIRA","Vendors(donkey carts, bicycles, tanker truck, etc.)   ","6","178","613","3.37","21",
"47","NYAMIRA","Yard well(unprotected)   ","1","178","613","0.56","3",
"5","TANA RIVER","Piped water (connection of someone else, outside the plot)   ","148","393","7252","37.66","2731",
"5","TANA RIVER","Piped water (own connection, on the plot)","120","393","7252","30.53","2214",
"5","TANA RIVER","Stream,   river, lake, dam, canal, pond ","65","393","7252","16.54","1199",
"5","TANA RIVER","Vendors(donkey carts, bicycles, tanker truck, etc.)   ","26","393","7252","6.62","480",
"5","TANA RIVER","Hand pump(public) ","25","393","7252","6.36","461",
"5","TANA RIVER","Hand pump(private) ","5","393","7252","1.27","92",
"5","TANA RIVER","Public well(unprotected) ","2","393","7252","0.51","37",
"5","TANA RIVER","Piped water(water kiosk)   ","2","393","7252","0.51","37",
"6","LAMU","Piped water (own connection, on the plot)","112","200","2140","56.00","1198",
"6","LAMU","Piped water (connection of someone else, outside the plot)   ","72","200","2140","36.00","770",
"6","LAMU","Piped water(water kiosk)   ","7","200","2140","3.50","75",
"6","LAMU","Piped water(Public stand pipe) ","7","200","2140","3.50","75",
"6","LAMU","Hand pump(public) ","1","200","2140","0.50","11",
"6","LAMU","Hand pump(private) ","1","200","2140","0.50","11",
"7","TAITA TAVETA","Piped water (connection of someone else, outside the plot)   ","480","915","13629","52.46","7150",
"7","TAITA TAVETA","Piped water (own connection, on the plot)","398","915","13629","43.50","5928",
"7","TAITA TAVETA","Vendors(donkey carts, bicycles, tanker truck, etc.)   ","23","915","13629","2.51","343",
"7","TAITA TAVETA","Piped water(communal tap) ","13","915","13629","1.42","194",
"7","TAITA TAVETA","Stream,   river, lake, dam, canal, pond ","1","915","13629","0.11","15",
"8","GARISSA","Piped water (own connection, on the plot)","1098","1335","7711","82.25","6342",
"8","GARISSA","Piped water (connection of someone else, outside the plot)   ","217","1335","7711","16.25","1253",
"8","GARISSA","Leak in the Countyribution network ","11","1335","7711","0.82","64",
"8","GARISSA","Vendors(donkey carts, bicycles, tanker truck, etc.)   ","5","1335","7711","0.37","29",
"8","GARISSA","Bottled water ","2","1335","7711","0.15","12",
"8","GARISSA","Stream,   river, lake, dam, canal, pond ","1","1335","7711","0.07","6",
"8","GARISSA","Yard well(protected) ","1","1335","7711","0.07","6",
"9","WAJIR","Yard well(unprotected)   ","461","1016","5793","45.37","2629",
"9","WAJIR","Yard well(protected) ","310","1016","5793","30.51","1768",
"9","WAJIR","Vendors(donkey carts, bicycles, tanker truck, etc.)   ","150","1016","5793","14.76","855",
"9","WAJIR","Hand pump(private) ","40","1016","5793","3.94","228",
"9","WAJIR","Hand pump(public) ","36","1016","5793","3.54","205",
"9","WAJIR","Borehole with kiosk / taps ","12","1016","5793","1.18","68",
"9","WAJIR","Bottled water ","6","1016","5793","0.59","34",
"9","WAJIR","Public well(protected)   ","1","1016","5793","0.10","6",
